cgc_id,sequence
MGYG000293320_354|CGC1,"2.A.21,GH78,GH138,GH137|GH2|CBM57,1.B.44"
MGYG000293320_397|CGC1,"8.A.21,null,GH3"
MGYG000293320_399|CGC1,"CE6,null,2.A.4"
MGYG000293320_424|CGC1,"3.A.24,PL1_2,null,9.A.25"
MGYG000293320_428|CGC1,"CE12,2.A.1"
MGYG000293320_433|CGC1,"GH92,null,3.D.1,3.D.9"
MGYG000293320_437|CGC1,"GH2|CBM32,GH5_38,null,9.A.8,3.A.1,3.A.5"
MGYG000293320_463|CGC1,"PL1|CBM77,1.B.63"
MGYG000293323_1|CGC1,"2.A.7,HD,GT19"
MGYG000293323_1|CGC2,"9.B.196,null,GH89"
MGYG000293323_1|CGC3,"1.A.33,null,Glyoxalase,3.B.1,null,null,3.B.1,null,null,GH13_38"
MGYG000293323_3|CGC1,"GT51,null,2.A.7"
MGYG000293323_3|CGC2,"GH13_6,null,3.A.1"
MGYG000293323_5|CGC1,"GH20,null,1.B.14"
MGYG000293323_6|CGC1,"GH9|CE4,null,null,1.B.14,4.B.1,2.A.23"
MGYG000293323_8|CGC1,"2.A.103,null,null,CE7"
MGYG000293323_10|CGC1,"1.B.14,8.A.46,null,null,GH53,GH13_6,2.A.2"
MGYG000293323_12|CGC1,"1.B.14,9.B.114,null,GH133,GT4,GH57"
MGYG000293323_13|CGC1,"9.B.18,GT4,GT4,GT2,null,null,GT0,GT2"
MGYG000293323_14|CGC1,"3.A.1,null,null,GT51,3.D.10"
MGYG000293323_14|CGC2,"GT4,null,null,GT4,null,9.A.40"
MGYG000293323_17|CGC1,"GH171,3.A.10,null,1.A.22"
MGYG000293323_19|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000293323_22|CGC1,"GT2,2.A.115"
MGYG000293323_23|CGC1,"1.B.14,null,null,GH16_3,null,GH5_46,GH3"
MGYG000293323_24|CGC1,"4.C.1,GH13_8"
MGYG000293323_24|CGC2,"2.A.13,PIG-L,null,GH77,GH97,GH13_14,GH13"
MGYG000293323_26|CGC1,"GH13_42,Arg_repressor,null,3.A.7"
MGYG000293324_3|CGC1,"GH32,null,9.B.142"
MGYG000293324_5|CGC1,"2.A.66,9.B.34,null,GH36,2.A.2"
MGYG000293324_5|CGC2,"9.B.34,null,null,GH94"
MGYG000293324_6|CGC1,"3.B.1,null,3.B.1,3.B.1,null,GT0"
MGYG000293324_7|CGC1,"GH32,2.A.103"
MGYG000293324_7|CGC2,"GH77,null,GH3,3.A.16"
MGYG000293324_11|CGC1,"GT35,null,null,2.A.86,GH120"
MGYG000293324_11|CGC2,"2.A.45,GT2,2.A.37,null,null,2.A.50,null,1.A.62"
MGYG000293324_12|CGC1,"GH127,cNMP_binding|cNMP_binding,null,3.A.1"
MGYG000293324_13|CGC1,"3.A.1,3.A.1,SBP_bac_1,GH115"
MGYG000293324_13|CGC2,"CBM4|GH9,null,null,9.B.115"
MGYG000293324_17|CGC1,"GH2,9.B.34,null,3.A.1"
MGYG000293324_18|CGC1,"GT2,null,9.A.8,null,GH43_35,null,null,2.A.114"
MGYG000293324_23|CGC1,"3.A.1,3.A.1,3.A.1,HTH_AraC|HTH_AraC,8.A.59,GH43_35"
MGYG000293324_25|CGC1,"9.B.28,null,3.A.1,3.A.1,HTH_AraC|HTH_AraC,GH3"
MGYG000293324_28|CGC1,"1.A.1,null,GH29"
MGYG000293324_31|CGC1,"3.D.1,null,null,3.A.1,3.A.1,3.A.1,3.A.1,null,HD,GH31"
MGYG000293324_38|CGC1,"2.A.7,null,GH67"
MGYG000293325_3|CGC1,"GH2,3.A.1,null,3.A.1,3.A.1,3.A.1,3.A.1,GH42,null,GH27,GAF,Sigma70_r4_2,3.A.5"
MGYG000293325_4|CGC1,"GH3,3.A.1"
MGYG000293325_12|CGC1,"GH3,2.A.1"
MGYG000293325_17|CGC1,"3.A.1,3.A.1,3.A.1,null,GH3"
MGYG000293325_21|CGC1,"GH9,EAL,9.B.34,GGDEF,3.A.1,3.A.1"
MGYG000293325_24|CGC1,"GH29,GH31,null,null,3.A.1,3.A.1,3.A.1,null,HTH_AraC|HTH_AraC,GT35,GH94"
MGYG000293325_26|CGC1,"2.A.7,null,GH127,null,GT5,GH43_35,null,null,3.A.1"
MGYG000293325_27|CGC1,"4.F.1,GH3,3.A.12"
MGYG000293325_29|CGC1,"9.B.10,GH2"
MGYG000293325_52|CGC1,"GH13_31,null,null,3.A.1"
MGYG000293325_79|CGC1,"9.B.18,null,null,GT2"
MGYG000293325_86|CGC1,"3.A.16,GT51,3.A.9"
MGYG000293325_87|CGC1,"3.A.1,3.A.1,null,null,GH13_36,null,3.A.1"
MGYG000293325_100|CGC1,"GH51,SBP_bac_3|SBP_bac_3|GGDEF,null,3.A.1"
MGYG000293325_129|CGC1,"9.B.158,GH51"
MGYG000293325_132|CGC1,"GH4,GntR,SIS,GH4,3.A.1,3.A.1,3.A.1"
MGYG000293325_135|CGC1,"GT4,null,null,2.A.45"
MGYG000293325_172|CGC1,"GH2,null,2.A.102"
MGYG000293325_177|CGC1,"GH2,null,null,3.A.1,3.A.1"
MGYG000293325_205|CGC1,"GT2,null,null,3.A.1"
MGYG000293325_219|CGC1,"GT2,null,4.D.1"
MGYG000293325_231|CGC1,"GT1,2.A.66"
MGYG000293327_1|CGC1,"2.A.6,GT2"
MGYG000293327_1|CGC2,"9.B.18,GT4,GT4"
MGYG000293327_1|CGC3,"9.B.18,GT2"
MGYG000293327_3|CGC1,"GT2,null,GT2,null,3.A.1,null,null,GT32,GT0"
MGYG000293327_4|CGC1,"GT84|GH94,1.C.105"
MGYG000293327_10|CGC1,"1.B.42,null,null,GT4"
MGYG000293327_15|CGC1,"GH3,3.A.1"
MGYG000293327_18|CGC1,"9.B.146,null,null,GT28,null,null,1.A.33"
MGYG000293327_21|CGC1,"2.A.6,2.A.6,null,null,GT4"
MGYG000293327_21|CGC2,"9.B.18,null,GT0"
MGYG000293327_27|CGC1,"GT4,3.A.9"
MGYG000293327_33|CGC1,"CE11,3.A.1"
MGYG000293327_36|CGC1,"2.A.49,GH2"
MGYG000293327_49|CGC1,"GT2,null,2.A.17"
MGYG000293327_51|CGC1,"GT51,null,null,3.D.6"
MGYG000293327_52|CGC1,"GT9,null,Peptidase_M23,2.A.114"
MGYG000293327_55|CGC1,"GT51,Pribosyltran,3.A.1"
MGYG000293327_66|CGC1,"GT2,9.B.144"
MGYG000293327_71|CGC1,"2.A.1,null,GH106,GH2"
MGYG000293328_7|CGC1,"4.D.2,GT2,GT2,2.A.58"
MGYG000293328_15|CGC1,"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,null,GT2,3.A.1"
MGYG000293328_15|CGC2,"GT2,2.A.50"
MGYG000293328_22|CGC1,"9.B.146,2.A.103,GT28"
MGYG000293328_160|CGC1,"3.A.1,3.A.1,GH13_36"
MGYG000293328_162|CGC1,"3.D.1,GT5"
MGYG000293328_168|CGC1,"GT4,GT4,null,1.A.23"
MGYG000293328_240|CGC1,"3.A.1,HTH_3,CE4"
MGYG000293328_276|CGC1,"GT2,null,2.A.66,PALP,3.A.9,null,3.A.1"
MGYG000293328_296|CGC1,"2.A.66,CBM34|GH13_20"
MGYG000293335_12|CGC1,"3.A.2,null,2.A.38,2.A.38,Pyr_redox_2,null,GH2"
MGYG000293335_26|CGC1,"9.B.18,GT2"
MGYG000293335_44|CGC1,"1.A.22,GH13_31"
MGYG000293335_82|CGC1,"GH31,HATPase_c,1.A.62"
MGYG000293335_89|CGC1,"3.A.1,GH13_14,3.A.1,3.A.1"
MGYG000293338_3|CGC1,"2.A.7,AraC_binding,GH36,null,null,4.C.1,null,9.B.174"
MGYG000293338_5|CGC1,"GH27,LacI,null,1.B.14,null,8.A.46"
MGYG000293338_7|CGC1,"1.B.9,null,CE11"
MGYG000293338_7|CGC2,"3.A.1,GT2,null,2.A.49"
MGYG000293338_8|CGC1,"GT2,2.A.114"
MGYG000293338_9|CGC1,"GH89,null,null,1.B.14"
MGYG000293338_10|CGC1,"GH3,GH53,null,8.A.46,1.B.14,HTH_AraC,null,2.A.28"
MGYG000293338_16|CGC1,"1.B.14,null,GH20,GH2"
MGYG000293338_18|CGC1,"9.B.18,null,null,GT4,null,null,GT4"
MGYG000293338_19|CGC1,"GH30_3,null,GH3,GH16_3,null,null,1.B.14"
MGYG000293338_22|CGC1,"GH20,GH20,null,null,1.B.14,9.A.8,null,null,2.A.23,null,null,4.C.1"
MGYG000293338_25|CGC1,"CE1,null,1.A.34"
MGYG000293338_26|CGC1,"1.B.14,null,GH13_16"
MGYG000293338_32|CGC1,"1.B.14,PL1_2,GH105,CE12|CE8,GH28"
MGYG000293338_48|CGC1,"2.A.1,null,null,GT2,2.A.38"
MGYG000293338_52|CGC1,"9.B.146,null,null,GT28"
MGYG000293338_57|CGC1,"2.A.7,null,GT51"
MGYG000293338_65|CGC1,"GH144,null,null,1.B.14,GH144"
MGYG000293338_66|CGC1,"GH2,null,Fer4,2.A.47"
MGYG000293338_68|CGC1,"2.A.40,GH2,GH97"
MGYG000293338_79|CGC1,"GH43_12,9.B.145"
MGYG000293338_86|CGC1,"GH92,GH92|GH125,GH130,2.A.2"
MGYG000293338_87|CGC1,"3.D.1,null,GH163,null,GT2"
MGYG000293338_88|CGC1,"3.A.6,null,GT83,null,GT2,1.B.42"
MGYG000293338_93|CGC1,"3.A.1,GT5,null,2.A.2"
MGYG000293339_1|CGC1,"8.A.59,GH13_28|CBM26|CBM26"
MGYG000293339_2|CGC1,"GH13_14,null,Aminotran_1_2,2.A.6,2.A.6"
MGYG000293339_3|CGC1,"GT2,4.C.1,STAS,3.A.1,null,3.A.1"
MGYG000293339_4|CGC1,"GT28,2.A.103,9.B.146"
MGYG000293339_5|CGC1,"GT28,3.A.1,3.A.1,4.D.2,null,GT2"
MGYG000293339_6|CGC1,"2.A.6,3.A.1,null,3.A.9,PALP,null,CBM48|GH13_9,null,null,9.A.11"
MGYG000293339_9|CGC1,"CBM34|GH13_20,2.A.66,HTH_AraC|HTH_AraC,3.D.10"
MGYG000293339_9|CGC2,"3.A.1,GT5"
MGYG000293339_11|CGC1,"3.A.1,GH13_28"
MGYG000293339_12|CGC1,"1.E.19,GH25"
MGYG000293339_16|CGC1,"3.A.1,null,TetR_N,GH13_9,GH13_39,null,3.A.3,GH13_36,3.A.1,3.A.1"
MGYG000293339_18|CGC1,"8.A.7,null,null,2.A.38,2.A.38,null,GH13_28"
MGYG000293339_22|CGC1,"2.A.25,GH13,null,null,3.A.1"
MGYG000293339_25|CGC1,"2.A.50,GT2"
MGYG000293339_25|CGC2,"3.A.1,GT2"
MGYG000293339_37|CGC1,"GH25,1.E.19"
MGYG000293340_32|CGC1,"GH13_36,3.A.1,3.A.1"
MGYG000293340_41|CGC1,"GT51,null,null,3.A.3"
MGYG000293340_46|CGC1,"GT28,2.A.103,9.B.146"
MGYG000293340_53|CGC1,"2.A.21,null,null,GH2"
MGYG000293340_92|CGC1,"GT4,null,2.A.38"
MGYG000293340_111|CGC1,"9.B.169,CBM34|GH13_20"
MGYG000293340_148|CGC1,"GT111,2.A.58"
MGYG000293340_154|CGC1,"GH13_20,null,GGDEF,3.A.1"
MGYG000293340_205|CGC1,"1.C.113,HTH_1,null,CE4,CE4"
MGYG000293340_213|CGC1,"GH13,null,null,2.A.50"
MGYG000293340_242|CGC1,"9.B.156,9.B.156,8.A.3,Fer4,null,GT2,9.B.183,GT4"
MGYG000293344_3|CGC1,"GH32,9.B.28,3.A.1,3.A.1"
MGYG000293344_10|CGC1,"2.A.86,GH13_28"
MGYG000293344_17|CGC1,"3.A.1,null,GT2"
MGYG000293344_18|CGC1,"9.A.11,GH3"
MGYG000293344_19|CGC1,"3.A.1,3.A.1,3.A.1,GH13_28"
MGYG000293344_29|CGC1,"3.A.1,null,null,GT8,GT8"
MGYG000293344_51|CGC1,"GH36,2.A.2,null,GH2"
MGYG000293344_66|CGC1,"GT28,2.A.103"
MGYG000293344_76|CGC1,"3.A.1,3.A.1,GH13_36"
MGYG000293344_78|CGC1,"3.A.1,GH13_11"
MGYG000293344_120|CGC1,"GT28,null,9.A.11"
MGYG000293345_1|CGC1,"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,2.A.87,null,GH2"
MGYG000293345_5|CGC1,"GH33,GH106,3.A.1,3.A.1,3.A.1,null,null,GH127"
MGYG000293345_5|CGC2,"CBM67|GH78,GH42,LacI,GH2,GH29,null,null,3.A.1,3.A.1,GH106,GH137,GH140,GH142,GH143,9.A.40,3.A.3,HTH_5,GT2,HTH_3,null,GH77,CE12"
MGYG000293345_5|CGC3,"3.A.1,3.A.1,GH105,LacI,GH112,null,8.A.5,GH51"
MGYG000293345_5|CGC4,"GH171,null,3.A.1,3.A.1"
MGYG000293345_6|CGC1,"3.A.11,null,GT39"
MGYG000293345_6|CGC2,"GH13_8,null,GH5_4,null,3.A.1,3.A.1"
MGYG000293345_6|CGC3,"GH127,GH29,SBP_bac_1,3.A.1,3.A.1,GH13_31"
MGYG000293345_10|CGC1,"3.A.1,3.A.1,null,null,3.A.1,3.A.1,SBP_bac_1,GH43_4,GH43_26"
MGYG000293345_13|CGC1,"3.A.1,null,null,CE1,null,GH2"
MGYG000293345_13|CGC2,"GH32,SBP_bac_1,3.A.1,3.A.1,null,null,3.A.1,3.A.1,SBP_bac_1,null,GH32"
MGYG000293345_13|CGC3,"3.A.1,3.A.1,GH31,3.A.1,3.A.1"
MGYG000293345_14|CGC1,"GH94,null,2.A.38,2.A.38"
MGYG000293345_14|CGC2,"9.B.156,null,null,CE4"
MGYG000293345_16|CGC1,"3.A.1,null,null,GH105,HTH_AraC,3.A.1,1.E.43"
MGYG000293345_16|CGC2,"GH32,GH32,SBP_bac_1,3.A.1,3.A.1"
MGYG000293345_18|CGC1,"GH3,GH3,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,null,null,3.A.1,null,GT5"
MGYG000293345_24|CGC1,"GH2,null,null,GH3,2.A.37"
MGYG000293345_26|CGC1,"GH105,null,null,GH10|GH43_16,null,null,3.A.5"
MGYG000293345_26|CGC2,"3.A.1,3.A.1,3.A.1,3.A.1,null,null,3.A.1,GT51,3.A.1,3.A.1"
MGYG000293345_28|CGC1,"GH106,null,Sigma70_r2|Sigma70_r4_2,3.A.1,3.A.1,SBP_bac_1,3.A.1,3.A.1,3.A.1,null,HTH_AraC|HTH_AraC,9.B.33,3.A.1,null,2.A.115"
MGYG000293345_31|CGC1,"GT84|GH94,null,null,9.B.18"
MGYG000293345_33|CGC1,"3.A.2,3.A.2,null,null,3.A.2,3.A.2,3.A.2,null,null,GH5_37"
MGYG000293345_34|CGC1,"3.A.1,3.A.1,3.A.1,2.A.7,null,AAA,GT28,GH120"
MGYG000293345_37|CGC1,"GH67,null,3.A.1,3.A.1,3.A.1"
MGYG000293345_40|CGC1,"3.A.1,HTH_AraC,PfkB,GH13_4"
MGYG000293345_42|CGC1,"GH51,0043707,null,9.B.70"
MGYG000293345_49|CGC1,"GH77,3.A.1,3.A.1,3.A.1"
MGYG000293345_51|CGC1,"3.A.1,3.A.1,SBP_bac_1,GH28"
MGYG000293345_53|CGC1,"GH3,null,3.A.1,3.A.1"
MGYG000293345_58|CGC1,"2.A.23,null,GH1,3.A.1,3.A.1,null,GH1"
MGYG000293345_64|CGC1,"GH2,GH88,3.A.1,3.A.1"
MGYG000293345_70|CGC1,"GH38,null,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000293345_73|CGC1,"GH2,2.A.86"
MGYG000293345_80|CGC1,"3.A.1,3.A.1,null,null,GH4"
MGYG000293345_85|CGC1,"GH2,1.A.26"
MGYG000293348_3|CGC1,"GH36,GH2,null,SBP_bac_1,3.A.1,3.A.1,3.A.1"
MGYG000293348_5|CGC1,"2.A.1,GH2"
MGYG000293348_7|CGC1,"CBM48|GH13_9,null,9.A.47"
MGYG000293348_13|CGC1,"3.A.1,null,CBM48|GH13_14,2.A.49"
MGYG000293348_17|CGC1,"GH18,2.A.66"
MGYG000293348_20|CGC1,"GH3,2.A.58"
MGYG000293348_33|CGC1,"GH94,LacI,null,3.A.1,3.A.1,GH5_37,3.A.1"
MGYG000293348_43|CGC1,"2.A.1,null,3.A.11,GT28,null,9.B.104"
MGYG000293348_48|CGC1,"GT5,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000293348_55|CGC1,"GH13_31,null,2.A.5"
MGYG000293351_1|CGC1,"2.A.66,null,null,5.A.3,GH13_8,null,3.A.1"
MGYG000293351_2|CGC1,"GT28,null,9.B.146"
MGYG000293351_2|CGC2,"3.A.2,3.A.2,3.A.2,3.A.2,null,null,3.A.2,null,null,GT0,9.B.146"
MGYG000293351_2|CGC3,"GT30,3.A.1,GT19"
MGYG000293351_2|CGC4,"CBM67|GH78,null,GH3,GH1,1.B.23,2.A.1"
MGYG000293351_2|CGC5,"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,null,GH84"
MGYG000293351_2|CGC6,"GH53|CBM61,null,null,5.A.3,null,5.A.3,5.A.3"
MGYG000293351_3|CGC1,"PL4_4,PL4_4,1.B.23,GH106,GH105,GH28,CE12|CE12,MCPsignal,2.A.2"
MGYG000293351_4|CGC1,"GT2,null,9.B.18,null,GT0"
MGYG000293351_4|CGC2,"GT41,null,2.A.102"
MGYG000293351_4|CGC3,"2.A.33,HTH_6,4.A.3,1.B.23,4.A.3,null,GH1,GH16_21,GH9,null,HTH_5,GH170,4.A.1,SIS,2.A.14"
MGYG000293351_5|CGC1,"4.A.1,GH32"
MGYG000293351_5|CGC2,"4.A.1,GH13_31,null,1.B.23,CBM34|GH13_39"
MGYG000293351_6|CGC1,"4.A.1,GH1,null,3.A.1"
MGYG000293351_6|CGC2,"3.A.6,null,null,3.A.6,null,GH23"
MGYG000293351_8|CGC1,"GH13_31,null,null,GH28,GH36,GH2,2.A.2,2.A.115"
MGYG000293351_8|CGC2,"3.A.5,null,3.A.1,3.A.1,3.A.1,null,GT41"
MGYG000293351_10|CGC1,"9.B.18,null,GT0"
MGYG000293351_11|CGC1,"3.A.1,GH73"
MGYG000293351_11|CGC2,"3.A.7,3.A.1,null,8.A.59,CE2,null,1.B.23,1.B.23,null,CBM27|GH26|CBM23,GH26,GH1,4.A.3,4.A.3,4.A.3"
MGYG000293351_12|CGC1,"2.A.1,null,3.A.9,CE4,null,3.A.18"
MGYG000293351_13|CGC1,"1.A.11,1.A.62,null,null,GH53|CBM61,GH53|CBM61,0035318,null,1.B.23,4.A.3,GH53,GH1,4.A.3"
MGYG000293351_14|CGC1,"GH105,2.A.2,GH28"
MGYG000293352_4|CGC1,"GH33,3.A.1"
MGYG000293352_5|CGC1,"3.A.1,GH2"
MGYG000293352_5|CGC2,"3.A.1,2.A.6,null,null,GH2"
MGYG000293352_9|CGC1,"GH148,null,3.A.1"
MGYG000293352_15|CGC1,"GH78,null,null,3.A.1,3.A.1"
MGYG000293352_16|CGC1,"2.A.25,CE15"
MGYG000293352_18|CGC1,"GH50,Fer4|Fer4,2.A.119,2.A.78,GH97,GT2,3.A.1,null,Aminotran_1_2,3.A.1"
MGYG000293352_21|CGC1,"CBM67|GH78,null,3.A.1"
MGYG000293352_24|CGC1,"GH2,1.I.1,null,HTH_8,2.A.21"
MGYG000293352_24|CGC2,"2.A.6,null,2.A.6,GH5_36"
MGYG000293352_27|CGC1,"GH20,3.A.1"
MGYG000293352_27|CGC2,"2.A.1,null,GH39"
MGYG000293352_29|CGC1,"GH50,null,null,2.A.37"
MGYG000293352_29|CGC2,"GH92,null,null,1.A.33"
MGYG000293352_30|CGC1,"2.A.21,null,GH31"
MGYG000293352_30|CGC2,"3.A.1,GH51"
MGYG000293352_31|CGC1,"3.A.15,3.A.15,null,null,GT35"
MGYG000293352_46|CGC1,"PL11,3.A.1"
MGYG000293352_49|CGC1,"3.A.15,GH27"
MGYG000293352_52|CGC1,"2.A.66,null,null,GH39,null,9.B.18"
MGYG000293352_55|CGC1,"CE17|GH141,3.A.1,null,Fer4|Fer4,3.A.15"
MGYG000293352_55|CGC2,"CBM67|GH78,null,1.A.1"
MGYG000293352_57|CGC1,"GH50,3.A.1"
MGYG000293352_58|CGC1,"3.A.1,PfkB,null,GT5"
MGYG000293352_60|CGC1,"GT2,null,2.A.66"
MGYG000293352_64|CGC1,"2.A.103,null,null,GH92"
MGYG000293352_66|CGC1,"2.A.38,null,null,CBM67|GH78"
MGYG000293352_77|CGC1,"3.A.2,CE7"
MGYG000293352_98|CGC1,"GH39,2.A.21"
MGYG000293352_101|CGC1,"2.A.66,null,null,GT4"
MGYG000293352_120|CGC1,"2.A.21,null,GH92|CE19"
MGYG000293352_126|CGC1,"GH16,2.A.6,2.A.28"
MGYG000293352_146|CGC1,"GH141,null,2.A.6"
MGYG000293352_150|CGC1,"GH106,null,null,2.A.6,2.A.6"
MGYG000293352_180|CGC1,"GH39,3.A.7"
MGYG000293353_1|CGC1,"GT2,3.A.1,3.A.1,SBP_bac_3,GT2,null,GT2,GT2,null,GT2,GT2,null,null,GT2"
MGYG000293353_5|CGC1,"2.A.69,null,null,9.B.18,GT2,GT2,GT2"
MGYG000293353_6|CGC1,"GT4,3.A.1,3.A.1,3.A.1"
MGYG000293353_20|CGC1,"2.A.102,null,null,GT2"
MGYG000293353_26|CGC1,"GT2,2.A.66"
MGYG000293353_50|CGC1,"2.A.35,2.A.35,null,GT2,GT2"
MGYG000293353_52|CGC1,"3.D.7,null,GT2,null,3.A.1"
MGYG000293354_6|CGC1,"9.B.18,GT2"
MGYG000293354_6|CGC2,"GT28,2.A.103"
MGYG000293354_7|CGC1,"3.A.9,GH106"
MGYG000293354_14|CGC1,"9.B.174,null,null,GH20"
MGYG000293354_16|CGC1,"2.A.37,null,3.B.1,null,null,GT2"
MGYG000293354_16|CGC2,"9.B.144,CBM13"
MGYG000293354_16|CGC3,"9.B.146,null,null,GT4"
MGYG000293354_16|CGC4,"2.A.1,GT2"
MGYG000293354_21|CGC1,"GH35,CBM32|GH35,null,ATPase_2,GH105,GH154,Fer4,Fer4|Fer4|Fer4|Fer4|Fer4,2.A.64"
MGYG000293354_23|CGC1,"GH51|GH43_19,2.A.115"
MGYG000293354_25|CGC1,"1.B.44,GH84"
MGYG000293354_29|CGC1,"3.A.3,GH43_19|GH43_34,null,1.B.14"
MGYG000293354_30|CGC1,"3.A.1,null,GH43_19,null,null,GH2"
MGYG000293354_33|CGC1,"3.A.3,HTH_AraC|HTH_AraC,1.B.14,null,null,GH32,GH32,2.A.1"
MGYG000293354_38|CGC1,"1.B.14,GT4"
MGYG000293354_43|CGC1,"GH31,AAA,null,1.A.62"
MGYG000293354_51|CGC1,"GT26,null,2.A.9,null,9.B.168,3.A.11,null,null,GT2,null,null,GH2"
MGYG000293354_52|CGC1,"1.B.14,null,null,GH43_4"
MGYG000293354_54|CGC1,"3.A.1,null,null,GH25"
MGYG000293354_55|CGC1,"GT4,null,null,3.A.7,null,null,2.A.51,2.A.51"
MGYG000293354_58|CGC1,"GH97,1.B.14"
MGYG000293354_60|CGC1,"GH3,null,null,3.D.5,null,3.D.5,3.D.5,3.D.5"
MGYG000293354_62|CGC1,"CBM50,null,2.A.17,GH10"
MGYG000293354_62|CGC2,"1.B.14,2.A.1,null,null,GH28,CE12"
MGYG000293354_65|CGC1,"GH33,null,2.A.62"
MGYG000293354_67|CGC1,"2.A.2,9.B.196,GH13_6"
MGYG000293354_69|CGC1,"9.B.186,GT51,null,null,GH73"
MGYG000293354_71|CGC1,"GH28,null,null,2.A.1"
MGYG000293354_81|CGC1,"3.D.1,3.D.1,3.D.9,3.D.1,3.D.9,Fer4|Fer4,3.D.1,3.D.1,3.D.9,3.D.1,null,GT51"
MGYG000293354_83|CGC1,"2.A.103,null,null,GT19"
MGYG000293354_83|CGC2,"3.A.9,2.A.67,Trans_reg_C,HisKA|HATPase_c,8.A.3,HTH_3,null,GH23"
MGYG000293354_84|CGC1,"GH26,null,1.B.14,null,null,GH36,GH26,GH130,2.A.2"
MGYG000293354_85|CGC1,"GT9,null,3.D.1"
MGYG000293354_86|CGC1,"3.A.1,GH115"
MGYG000293354_88|CGC1,"GH2,GH109,GH109,null,null,9.B.156"
MGYG000293354_91|CGC1,"9.A.40,null,null,GT2,2.A.62,3.A.2"
MGYG000293354_95|CGC1,"CE12|CE12,null,null,9.A.25"
MGYG000293354_102|CGC1,"GH105|CBM32,null,2.A.22"
MGYG000293354_104|CGC1,"GT5,null,null,3.B.1"
MGYG000293354_104|CGC2,"2.A.81,GH25"
MGYG000293354_117|CGC1,"1.B.14,2.A.6,2.A.6,2.A.6,null,GH2"
MGYG000293354_118|CGC1,"9.B.18,GT2"
MGYG000293355_2|CGC1,"GH43_35,null,2.A.4"
MGYG000293355_14|CGC1,"GH38,null,3.A.10"
MGYG000293355_16|CGC1,"3.A.1,null,null,GH94"
MGYG000293355_20|CGC1,"GT35,GH13_39,FUR,3.A.1,3.A.1,3.A.1,null,3.A.11"
MGYG000293355_21|CGC1,"2.A.2,9.A.8,null,GH130,null,8.A.59"
MGYG000293355_74|CGC1,"GH4,2.A.86"
MGYG000293355_75|CGC1,"GH29,null,null,2.A.58"
MGYG000293355_96|CGC1,"GT2,2.A.66"
MGYG000293355_118|CGC1,"9.B.18,GT4"
MGYG000293355_130|CGC1,"GH29,null,2.A.50"
MGYG000293355_150|CGC1,"9.B.146,2.A.103,GT28"
MGYG000293356_1|CGC1,"GH28,null,null,GH31,null,2.A.14"
MGYG000293356_2|CGC1,"2.A.21,null,null,GH2"
MGYG000293356_2|CGC2,"GH5_7,GH26,GH130,2.A.2"
MGYG000293356_3|CGC1,"GH9,8.A.5"
MGYG000293356_4|CGC1,"3.A.1,3.A.1,null,CBM20|GH77"
MGYG000293356_4|CGC2,"GT2,GT2,GT2,null,null,2.A.50,null,null,9.B.97"
MGYG000293356_5|CGC1,"1.B.14,null,null,GH43_4,GH43_5"
MGYG000293356_5|CGC2,"GH36,null,GH53,Fer4|Fer4|Fer4|Fer4,Fer4,9.B.20"
MGYG000293356_6|CGC1,"8.A.46,1.B.14,null,null,9.B.186,9.B.186,GT51,2.A.28"
MGYG000293356_8|CGC1,"2.A.51,2.A.51,null,GH13,GH13_14,null,GH97,GH77,2.A.2,LacI,1.B.14"
MGYG000293356_10|CGC1,"1.B.14,CE6|CE1,GH30_8,GH43_16,null,null,CE6,GH10"
MGYG000293356_13|CGC1,"GT2,null,9.B.186,null,null,2.A.6,2.A.6,1.B.17,2.A.37"
MGYG000293356_16|CGC1,"GH2,HTH_AraC,1.I.1"
MGYG000293356_16|CGC2,"GH43_1,GH10,null,2.A.2"
MGYG000293356_17|CGC1,"1.B.6,null,LacI,GH9,null,GH9"
MGYG000293356_19|CGC1,"CE4,null,9.B.27"
MGYG000293356_20|CGC1,"3.A.1,null,null,GT9"
MGYG000293356_20|CGC2,"GT4,null,Aminotran_1_2,GT4,null,Aminotran_1_2,2.A.67,null,Aminotran_1_2,3.A.1"
MGYG000293356_21|CGC1,"GT19,null,8.A.3,null,null,GH23,HD,CE8"
MGYG000293356_24|CGC1,"3.A.2,3.A.2,null,null,3.A.2,3.A.2,null,null,3.A.2,null,GH23"
MGYG000293356_26|CGC1,"2.A.1,null,8.A.5,null,null,PL1"
MGYG000293356_29|CGC1,"GH5_4,null,null,2.A.25"
MGYG000293356_36|CGC1,"GT28,2.A.103,null,9.B.146"
MGYG000293356_37|CGC1,"PL9,PL1_2,GH28|GH105,null,Glucokinase,2.A.76"
MGYG000293356_37|CGC2,"GH2|GH20,null,null,2.A.1"
MGYG000293356_41|CGC1,"9.A.25,null,9.A.25,null,null,1.B.14,null,null,GH16_3,GH3"
MGYG000293356_50|CGC1,"1.B.9,null,null,GH25"
